1|False|False|False|False|False|False|0|0|||False|1|63|
2|False|False|False|False|False|False|0|0|||False|1|156|
3|False|False|False|False|False|False|0|0|||False|1|258|
4|False|False|False|False|False|False|0|0|||False|1|493|
5|False|False|False|False|False|False|0|0|||False|1|822|
6|False|False|False|False|False|False|0|0|||False|1|986|
7|False|False|False|False|False|False|0|0|||False|1|1136|
8|False|False|False|False|False|False|0|0|||False|1|1318|
9|False|False|False|False|False|False|0|0|||False|1|1405|
10|False|False|False|False|False|False|0|0|||False|1|1627|
11|False|False|False|False|False|False|0|0|||False|1|2051|
12|False|False|False|False|False|False|0|0|||False|1|2251|
13|False|False|False|False|False|False|0|0|||False|1|2315|
14|False|False|False|False|False|False|0|0|||False|1|2907|
15|False|False|False|False|False|False|0|0|||False|1|3891|
16|False|False|False|False|False|False|0|0|||False|1|3905|
17|False|False|False|False|False|False|0|0|||False|1|4186|
18|False|False|False|False|False|False|0|0|||False|1|4385|
19|False|False|False|False|False|False|0|0|||False|1|4427|
20|False|False|False|False|False|False|0|0|||False|1|4497|
21|True|True|False|False|False|False|0|0||8|True|2|140|F042022T266C0013
22|True|True|False|False|False|False|0|0||10|True|2|212|F042022T266C0013
23|True|True|False|False|False|False|0|0||10|True|2|494|F042022T266C0013
24|True|True|False|False|False|False|0|0||10|True|2|884|F042022T266C0013
25|False|False|False|False|False|False|0|0|||False|2|1013|F042022T266C0013
26|False|False|False|False|False|False|0|0|||False|2|1136|F042022T266C0013
27|True|True|False|False|False|False|0|0||10|True|2|1870|F042022T266C0013
28|True|True|False|False|False|False|0|0||10|True|2|2051|F042022T266C0013
29|True|True|False|False|False|False|0|0||10|True|2|2316|F042022T266C0013
30|True|True|False|False|False|False|0|0||10|True|2|2884|F042022T266C0013
31|False|False|False|False|False|False|0|0|||False|2|3108|F042022T266C0013
32|False|True|False|False|False|False|0|0|||True|2|3248|F042022T266C0013
33|True|True|False|False|False|False|0|0||10|True|2|3275|F042022T266C0013
34|True|True|False|False|False|False|0|0||8|True|2|3288|F042022T266C0013
35|False|False|False|False|False|False|0|0|||False|2|3324|F042022T266C0013
36|True|True|False|False|False|False|0|0||9|True|2|3914|F042022T266C0013
37|True|True|False|False|False|False|0|0||10|True|2|4385|F042022T266C0013
38|False|False|False|False|False|False|0|0|||False|2|5007|F042022T266C0013
39|True|True|False|False|False|False|0|0||10|True|2|5506|F042022T266C0013
40|True|True|False|False|False|False|0|0||9|True|3|60|F042022T268C0015
41|True|True|False|False|False|False|0|0||9|True|3|245|F042022T268C0015
42|True|True|False|False|False|False|0|0||9|True|3|941|F042022T268C0015
43|True|True|False|False|False|False|0|0||10|True|3|1528|F042022T268C0015
44|True|True|False|False|False|False|0|0||9|True|3|1727|F042022T268C0015
45|True|True|False|False|False|False|0|0||10|True|3|1763|F042022T268C0015
46|True|True|False|False|False|False|0|0||9|True|3|1813|F042022T268C0015
47|False|True|False|False|False|False|0|0||7|True|3|1917|F042022T268C0015
48|True|True|False|False|False|False|0|0||8|True|3|2029|F042022T268C0015
49|True|True|False|False|False|False|0|0||9|True|3|2540|F042022T268C0015
50|False|True|False|False|False|False|0|0||7|True|3|2681|F042022T268C0015
51|True|True|False|False|False|False|0|0||8|True|3|3275|F042022T268C0015
52|True|True|False|False|False|False|0|0||9|True|3|3369|F042022T268C0015
53|True|True|False|False|False|False|0|0||9|True|3|3439|F042022T268C0015
54|True|True|False|False|False|False|0|0||10|True|3|3891|F042022T268C0015
55|False|False|False|False|True|False|0|0|||False|3|4126|F042022T268C0015
56|True|True|False|False|False|False|0|0||9|True|3|4385|F042022T268C0015
57|True|True|False|False|False|False|0|0||8|True|3|4990|F042022T268C0015
58|False|False|False|False|True|False|0|0|||False|3|5025|F042022T268C0015
59|True|True|False|False|False|False|0|0||10|True|4|61|F042022T270C0021
60|True|True|False|False|False|False|0|0||10|True|4|406|F042022T270C0021
61|True|True|False|False|False|False|0|0||9|True|4|1645|F042022T270C0021
62|False|False|False|False|False|False|0|0|||False|4|1841|F042022T270C0021
63|True|True|False|False|False|False|0|0||10|False|4|1847|F042022T270C0021
