16686|False|False|False|False|False|False|0|0|||False|1001|16
16687|True|True|False|False|False|False|0|0||8|True|1001|351
16688|True|True|False|False|False|False|0|0||10|True|1001|475
16689|True|True|False|False|False|False|0|0||10|True|1001|927
16690|True|True|False|False|False|False|0|0||10|True|1001|975
16691|True|True|False|False|False|False|0|0||7|True|1001|1776
16692|True|True|False|False|False|False|0|0||9|True|1001|1973
16693|False|False|False|False|False|False|0|0|||False|1001|2054
16694|False|False|False|False|True|False|0|0|||False|1001|2229
16695|True|True|False|False|False|False|0|0||10|True|1001|2265
16696|True|True|False|False|False|False|0|0||10|True|1001|2790
16697|False|False|False|False|False|False|0|0|||False|1001|2846
16698|True|True|False|False|False|False|0|0||9|True|1001|2943
16699|False|False|False|False|True|False|0|0|||False|1001|3093
16700|True|True|False|False|False|False|0|0||9|True|1001|3446
16701|True|True|False|False|False|False|0|0||9|True|1001|3555
16702|True|True|False|False|False|False|0|0||10|True|1001|3778
16703|False|False|False|False|False|False|0|0|||False|1001|3780
16704|True|True|False|False|False|False|0|0||7|True|1001|3885
16705|False|True|False|False|False|False|0|0|'np'||True|1001|3993
16706|True|True|False|False|False|False|0|0||10|True|1001|4297
16707|True|True|False|False|False|False|0|0||10|True|1001|4959
16708|True|True|False|False|False|False|0|0||9|True|1001|5067
16709|False|False|False|False|False|False|0|0|||False|1001|5324
16710|False|False|False|False|False|False|0|0|||False|1002|386
16711|False|False|False|False|False|False|0|0|||False|1002|787
16712|False|False|False|False|False|False|0|0|||False|1002|1115
16713|False|False|False|False|False|False|0|0|||False|1002|1142
16714|False|False|False|False|True|False|0|0|||False|1002|1237
16715|False|False|False|False|False|False|0|0|||False|1002|1273
16716|False|False|False|False|False|False|0|0|||False|1002|1292
16717|False|False|False|False|True|False|0|0|||False|1002|1432
16718|False|False|False|False|False|False|0|0|||False|1002|1437
16719|False|False|False|False|False|False|0|0|||False|1002|1637
16720|False|False|False|False|False|False|0|0|||False|1002|1722
16721|False|False|False|False|False|False|0|0|||False|1002|1867
16722|False|False|False|False|False|False|0|0|||False|1002|2137
16723|False|False|False|False|False|False|0|0|||False|1002|2199
16724|False|False|False|False|True|False|0|0|||False|1002|2363
16725|False|False|False|False|False|False|0|0|||False|1002|2433
16726|False|False|False|False|False|False|0|0|||False|1002|2504
16727|False|False|False|False|False|False|0|0|||False|1002|3112
16728|False|False|False|False|False|False|0|0|||False|1002|3174
16729|False|False|False|False|False|False|0|0|||False|1002|3626
16730|False|False|False|False|True|False|0|0|||False|1002|3704
16731|False|False|False|False|False|False|0|0|||False|1002|3720
16732|False|False|False|False|False|False|0|0|||False|1002|3778
16733|False|False|False|False|False|False|0|0|||False|1002|4064
16734|False|False|False|False|False|False|0|0|||False|1002|4434
16735|False|False|False|False|False|False|0|0|||False|1002|4674
16736|False|False|False|False|False|False|0|0|||False|1002|4840
16737|False|False|False|False|False|False|0|0|||False|1002|5284
16738|True|True|False|False|False|False|0|0||10|True|1003|108
16739|False|False|False|False|False|False|0|0|||False|1003|861
16740|True|True|False|False|False|False|0|0||10|True|1003|872
16741|True|True|False|False|False|False|0|0||9|True|1003|1039
16742|False|False|False|False|False|False|0|0|||False|1003|1057
16743|False|False|False|False|False|False|0|0|||False|1003|1080
16744|False|False|False|False|True|False|0|0|||False|1003|1483
16745|True|True|False|False|False|False|0|0||10|True|1003|1664
16746|True|True|False|False|False|False|0|0||10|True|1003|2085
16747|True|True|False|False|False|False|0|0||10|True|1003|2315
16748|True|True|False|False|False|False|0|0||10|True|1003|2473
16749|False|False|False|False|True|False|0|0|||False|1003|2517
16750|True|True|False|False|False|False|0|0||10|True|1003|2541
16751|True|True|False|False|False|False|0|0||9|True|1003|2749
16752|True|True|False|False|False|False|0|0||10|True|1003|3093
16753|False|False|False|False|False|False|0|0|||False|1003|3160
