180,453,430,,,,
181,453,5201,,,,
182,469,877,,,,
183,469,2237,,,,
184,454,877,,,,
185,454,2545,,,,
186,454,3234,,,,
187,470,2237,,,,
188,470,3234,,,,
189,89,2398,,,,
190,89,4514,,,,
192,76,877,,,,
193,136,877,,,,
194,215,406,,,,
195,215,526,,,,
196,215,1433,,,,
197,215,3053,,,,
198,215,4453,,,,
199,215,4797,,,,
200,215,4826,,,,
201,215,1433,,,,
202,215,2954,,,,
203,417,3946,,,,
205,104,877,,,,
206,33,751,,,,
207,33,2593,,,,
208,63,751,,,,
209,63,2593,,,,
210,233,751,,,,
211,233,2593,,,,
212,216,877,,,,
214,290,877,,,,
215,329,877,,,,
218,6,5088,,,,
219,64,5088,,,,
220,7,877,,,,
221,7,2267,,,,
222,21,877,,,,
223,22,5088,,,,
224,34,5088,,,,
225,271,5088,,,,
226,23,5351,,,,
227,8,5351,,,,
228,49,5351,,,,
229,90,5351,,,,
230,9,877,,,,
231,35,877,,,,
232,35,5088,,,,
233,65,877,,,,
234,91,5088,,,,
235,118,877,,,,
236,156,877,,,,
237,195,877,,,,
238,234,877,,,,
239,272,877,,,,
240,312,5088,,,,
241,50,4716,,,,
242,51,3745,,,,
243,51,4899,,,,
244,36,1009,,,,
245,77,1009,,,,
247,78,4716,,,,
248,79,877,,,,
249,105,1009,,,,
250,106,4248,,,,
251,106,4679,,,,
252,92,1009,,,,
253,137,5088,,,,
254,177,5088,,,,
255,217,5088,,,,
256,138,877,,,,
257,139,4883,,,,
258,140,2312,,,,
259,141,1723,,,,
260,119,5351,,,,
261,120,4883,,,,
262,121,5088,,,,
263,178,877,,,,
264,179,4883,,,,
265,235,4883,,,,
266,180,3878,,,,
267,181,877,,,,
268,181,5238,,,,
269,157,2552,,,,
270,158,1723,,,,
272,159,2267,,,,
273,159,4275,,,,
274,160,1009,,,,
275,218,4248,,,,
276,218,4679,,,,
278,219,5351,,,,
279,253,5351,,,,
280,292,5351,,,,
281,196,427,,,,
282,236,427,,,,
283,197,4199,,,,
284,198,4883,,,,
285,199,1754,,,,
286,254,920,,,,
287,255,4883,,,,
288,256,4121,,,,
289,293,4883,,,,
290,294,1723,,,,
291,273,1948,,,,
292,274,920,,,,
293,274,2398,,,,
294,330,3733,,,,
295,330,4671,,,,
296,331,2013,,,,
297,313,3672,,,,
298,313,4883,,,,
299,314,4883,,,,
301,355,2855,,,,
302,356,3434,,,,
303,341,5252,,,,
304,342,2855,,,,
305,343,877,,,,
306,396,5252,,,,
307,397,1648,,,,
308,398,877,,,,
309,378,3733,,,,
310,378,4671,,,,
311,379,877,,,,
312,406,877,,,,
313,380,4121,,,,
314,418,5088,,,,
315,419,1648,,,,
316,407,5351,,,,
317,408,4883,,,,
318,455,5088,,,,
319,456,5351,,,,
320,434,5351,,,,
322,435,5088,,,,
323,436,877,,,,
324,471,5351,,,,
325,472,877,,,,
326,473,2593,,,,
327,474,5088,,,,
328,475,4883,,,,
330,496,877,,,,
332,488,5088,,,,
334,489,4883,,,,
335,490,3369,,,,
336,503,3369,,,,
337,503,4985,,,,
338,504,5351,,,,
339,505,877,,,,
340,237,2267,,,,
341,237,2983,,,,
342,357,3434,,,,
343,420,5211,,,,
344,238,3369,,,,
345,238,4671,,,,
347,421,5351,,,,
348,359,4883,,,,
349,422,920,,,,
350,275,4883,,,,
351,360,2593,,,,
352,423,2593,,,,
353,315,501,,,,
354,315,1966,,,,
355,315,2787,,,,
356,361,2013,,,,
357,424,5088,,,,
358,362,1754,,,,
359,425,4883,,,,
360,37,2983,,,,
361,37,3919,,,,
362,37,4540,,,,
363,38,430,,,,
364,38,2267,,,,
365,66,2787,,,,
366,66,4540,,,,
367,67,3792,,,,
368,67,5088,,,,
369,93,2267,,,,
370,93,4540,,,,
371,94,4540,,,,
372,94,4732,,,,
373,316,1846,,,,
374,316,2593,,,,
375,53,877,,,,
376,53,4540,,,,
377,53,4540,,,,
378,80,877,,,,
379,80,4540,,,,
380,107,877,,,,
381,107,4540,,,,
382,295,3063,,,,
383,437,1297,,,,
384,457,1297,,,,
385,438,3733,,,,
386,458,3733,,,,
387,439,696,,,,
388,440,3408,,,,
389,441,362,,,,
390,142,395,,,,
391,143,755,,,,
392,200,755,,,,
393,144,2787,,,,
394,144,3187,,,,
395,122,2787,,,,
396,122,3187,,,,
397,123,1364,,,,
398,145,3394,,,,
399,145,3953,,,,
401,124,2798,,,,
402,182,2692,,,,
403,183,3234,,,,
404,184,1364,,,,
405,184,4287,,,,
406,185,3053,,,,
407,161,3408,,,,
409,162,1364,,,,
410,163,3276,,,,
412,164,2798,,,,
413,164,3234,,,,
414,164,4772,,,,
415,220,3394,,,,
416,221,1920,,,,
417,221,5032,,,,
418,222,3234,,,,
419,201,2982,,,,
420,202,3053,,,,
421,203,395,,,,
422,257,650,,,,
424,258,4022,,,,
425,259,5053,,,,
426,260,759,,,,
427,261,3477,,,,
428,239,3394,,,,
429,240,650,,,,
430,240,4022,,,,
431,241,2255,,,,
432,242,2153,,,,
433,242,2426,,,,
434,296,2982,,,,
435,297,717,,,,
436,298,759,,,,
437,276,3394,,,,
438,277,3477,,,,
439,278,755,,,,
440,332,2945,,,,
441,333,3653,,,,
442,334,4135,,,,
443,317,225,,,,
444,317,2200,,,,
445,344,225,,,,
446,344,2200,,,,
447,318,759,,,,
448,319,212,,,,
450,363,2111,,,,
453,365,789,,,,
455,345,212,,,,
456,346,1297,,,,
457,399,2982,,,,
458,400,5053,,,,
459,381,789,,,,
460,382,296,,,,
461,383,759,,,,
462,384,212,,,,
463,385,2787,,,,
464,385,3693,,,,
465,426,927,,,,
466,409,3009,,,,
467,410,838,,,,
468,476,2982,,,,
469,477,2982,,,,
470,366,627,,,,
471,366,1364,,,,
472,367,627,,,,
473,367,1364,,,,
474,367,4287,,,,
475,368,627,,,,
476,368,1364,,,,
477,368,4287,,,,
478,369,627,,,,
479,369,1364,,,,
480,369,4287,,,,
481,370,627,,,,
482,370,1364,,,,
483,370,4287,,,,
484,442,3234,,,,
485,478,3234,,,,
486,223,3234,,,,
487,262,3234,,,,
488,299,3234,,,,
489,224,650,,,,
490,224,4022,,,,
491,224,4826,,,,
492,243,3234,,,,
494,320,3234,,,,
495,279,3234,,,,
496,347,3234,,,,
498,386,3234,,,,
499,427,430,,,,
500,427,1655,,,,
501,427,1777,,,,
502,411,3234,,,,
503,459,430,,,,
504,459,1655,,,,
505,459,1777,,,,
506,460,3234,,,,
507,479,3234,,,,
508,480,3234,,,,
509,491,3234,,,,
510,492,3234,,,,
511,506,3234,,,,
512,506,3408,,,,
513,507,3234,,,,
514,54,2237,,,,
515,108,2237,,,,
517,371,4718,,,,
518,95,751,,,,
519,95,2593,,,,
520,125,751,,,,
521,125,2593,,,,
523,321,2693,,,,
524,96,1009,,,,
525,126,1009,,,,
526,244,1009,,,,
527,263,1740,,,,
528,263,5372,,,,
529,24,1302,,,,
530,165,1920,,,,
531,165,2825,,,,
532,68,1920,,,,
533,68,2237,,,,
534,69,2593,,,,
537,39,3703,,,,
538,25,3032,,,,
539,10,501,,,,
540,10,2237,,,,
541,26,501,,,,
542,26,2237,,,,
543,40,501,,,,
544,40,2237,,,,
545,70,501,,,,
546,70,2237,,,,
547,97,501,,,,
548,97,2237,,,,
549,127,2237,,,,
550,127,5088,,,,
551,146,2237,,,,
552,146,5088,,,,
553,166,2237,,,,
554,166,5088,,,,
555,204,1731,,,,
556,204,2237,,,,
557,245,1731,,,,
558,245,2237,,,,
559,280,501,,,,
560,280,2237,,,,
561,322,501,,,,
562,322,2237,,,,
563,348,501,,,,
564,348,2237,,,,
565,11,210,,,,
566,11,3408,,,,
567,12,2693,,,,
568,12,2729,,,,
569,13,2316,,,,
570,14,344,,,,
571,55,3032,,,,
572,56,4218,,,,
573,109,4218,,,,
574,41,210,,,,
575,41,3408,,,,
576,42,3234,,,,
577,71,3234,,,,
578,43,2729,,,,
579,44,1920,,,,
580,44,2237,,,,
581,45,344,,,,
582,81,1302,,,,
583,128,1302,,,,
584,82,2693,,,,
585,82,2729,,,,
586,83,2237,,,,
587,83,4540,,,,
588,72,2474,,,,
589,73,210,,,,
590,73,3408,,,,
592,111,4540,,,,
593,98,210,,,,
594,98,3408,,,,
595,99,1723,,,,
596,100,5238,,,,
597,129,5238,,,,
598,167,5238,,,,
599,101,2474,,,,
600,147,4540,,,,
601,148,3703,,,,
602,149,4883,,,,
603,150,4218,,,,
604,186,2237,,,,
605,186,5088,,,,
606,187,881,,,,
607,188,2693,,,,
608,189,3703,,,,
609,190,3703,,,,
610,168,2693,,,,
611,169,2237,,,,
612,169,2825,,,,
613,170,3703,,,,
614,171,1740,,,,
615,171,5372,,,,
617,225,2693,,,,
618,226,2237,,,,
619,226,2825,,,,
620,227,881,,,,
621,228,2424,,,,
622,205,2424,,,,
623,206,1740,,,,
624,206,5372,,,,
625,207,1,,,,
626,208,8,,,,
627,264,4218,,,,
628,372,4218,,,,
629,461,4218,,,,
630,265,2693,,,,
631,266,8,,,,
632,266,2237,,,,
633,267,2983,,,,
637,335,3599,,,,
638,246,1581,,,,
639,247,881,,,,
640,248,430,,,,
641,323,430,,,,
642,300,4248,,,,
643,300,4679,,,,
644,349,4248,,,,
645,349,4679,,,,
647,302,1920,,,,
648,302,2237,,,,
649,303,2693,,,,
650,304,2693,,,,
651,281,2176,,,,
652,336,2176,,,,
653,282,3702,,,,
654,324,3702,,,,
655,337,2693,,,,
656,325,1920,,,,
657,325,2237,,,,
659,373,5170,,,,
660,374,2176,,,,
661,350,3702,,,,
662,351,3599,,,,
663,401,2176,,,,
664,402,4755,,,,
665,387,2474,,,,
666,388,751,,,,
667,388,2593,,,,
668,389,501,,,,
669,389,2237,,,,
670,390,3599,,,,
671,391,2593,,,,
672,391,5088,,,,
673,428,905,,,,
674,428,2237,,,,
675,429,2593,,,,
676,429,5088,,,,
677,430,4218,,,,
679,412,430,,,,
680,413,501,,,,
681,413,2237,,,,
682,414,751,,,,
683,414,2593,,,,
685,462,905,,,,
686,462,2237,,,,
687,443,501,,,,
688,443,2237,,,,
689,444,2098,,,,
690,445,4755,,,,
691,481,501,,,,
692,481,2237,,,,
694,482,2237,,,,
696,483,2098,,,,
697,484,3938,,,,
698,485,2693,,,,
700,497,4755,,,,
702,493,2693,,,,
703,494,501,,,,
704,494,2237,,,,
705,508,2693,,,,
706,509,2237,,,,
707,209,2593,,,,
708,209,5240,,,,
709,283,2593,,,,
710,283,5240,,,,
711,130,2983,,,,
712,130,3068,,,,
713,305,2983,,,,
714,305,3068,,,,
717,131,1731,,,,
718,131,2316,,,,
719,306,1731,,,,
720,306,3599,,,,
723,307,1655,,,,
724,307,3234,,,,
725,172,2098,,,,
726,172,3234,,,,
729,173,2398,,,,
730,173,5088,,,,
731,308,2398,,,,
732,308,4755,,,,
735,15,751,,,,
736,15,2593,,,,
737,16,1655,,,,
738,16,4540,,,,
739,210,4540,,,,
740,210,5368,,,,
741,284,1581,,,,
742,284,5170,,,,
743,112,3234,,,,
744,151,3234,,,,
746,211,2983,,,,
747,285,2237,,,,
748,229,3703,,,,
