2|False|False|False|False|False|False|0|0|||False|1|63|
3|False|False|False|False|False|False|0|0|||False|1|156|
4|False|False|False|False|False|False|0|0|||False|1|259|
5|False|False|False|False|False|False|0|0|||False|1|494|
6|False|False|False|False|False|False|0|0|||False|1|823|
7|False|False|False|False|False|False|0|0|||False|1|987|
8|False|False|False|False|False|False|0|0|||False|1|1137|
9|False|False|False|False|False|False|0|0|||False|1|1319|
10|False|False|False|False|False|False|0|0|||False|1|1406|
11|False|False|False|False|False|False|0|0|||False|1|1630|
12|False|False|False|False|False|False|0|0|||False|1|2054|
13|False|False|False|False|False|False|0|0|||False|1|2254|
14|False|False|False|False|False|False|0|0|||False|1|2318|
15|False|False|False|False|False|False|0|0|||False|1|2911|
16|False|False|False|False|False|False|0|0|||False|1|3896|
17|False|False|False|False|False|False|0|0|||False|1|3910|
18|False|False|False|False|False|False|0|0|||False|1|4191|
19|False|False|False|False|False|False|0|0|||False|1|4390|
20|False|False|False|False|False|False|0|0|||False|1|4432|
21|False|False|False|False|False|False|0|0|||False|1|4502|
22|True|True|False|False|False|False|0|0||8|True|2|140|
23|True|True|False|False|False|False|0|0||10|True|2|212|
24|True|True|False|False|False|False|0|0||10|True|2|495|
25|True|True|False|False|False|False|0|0||10|True|2|885|
26|False|False|False|False|False|False|0|0|||False|2|1014|
27|False|False|False|False|False|False|0|0|||False|2|1137|
28|True|True|False|False|False|False|0|0||10|True|2|1873|
29|True|True|False|False|False|False|0|0||10|True|2|2054|
30|True|True|False|False|False|False|0|0||10|True|2|2319|
31|True|True|False|False|False|False|0|0||10|True|2|2888|
32|False|False|False|False|False|False|0|0|||False|2|3113|
33|False|True|False|False|False|False|0|0|||True|2|3253|
34|True|True|False|False|False|False|0|0||10|True|2|3280|
35|True|True|False|False|False|False|0|0||8|True|2|3293|
36|False|False|False|False|False|False|0|0|||False|2|3329|
37|True|True|False|False|False|False|0|0||9|True|2|3919|
38|True|True|False|False|False|False|0|0||10|True|2|4390|
39|False|False|False|False|False|False|0|0|||False|2|5012|
40|True|True|False|False|False|False|0|0||10|True|2|5511|
41|True|True|False|False|False|False|0|0||9|True|3|60|
42|True|True|False|False|False|False|0|0||9|True|3|246|
43|True|True|False|False|False|False|0|0||9|True|3|942|
