1|False|False|False|False|False|False|0|0|||False|1|56
2|False|False|False|False|False|False|0|0|||False|1|149
3|False|False|False|False|False|False|0|0|||False|1|250
4|False|False|False|False|False|False|0|0|||False|1|484
5|False|False|False|False|False|False|0|0|||False|1|806
6|False|False|False|False|False|False|0|0|||False|1|974
7|False|False|False|False|False|False|0|0|||False|1|1123
8|False|False|False|False|False|False|0|0|||False|1|1304
9|False|False|False|False|False|False|0|0|||False|1|1388
10|False|False|False|False|False|False|0|0|||False|1|1608
11|False|False|False|False|False|False|0|0|||False|1|2029
12|False|False|False|False|False|False|0|0|||False|1|2228
13|False|False|False|False|False|False|0|0|||False|1|2292
14|False|False|False|False|False|False|0|0|||False|1|2877
15|False|False|False|False|False|False|0|0|||False|1|3852
16|False|False|False|False|False|False|0|0|||False|1|3866
17|False|False|False|False|False|False|0|0|||False|1|4145
18|False|False|False|False|False|False|0|0|||False|1|4343
19|False|False|False|False|False|False|0|0|||False|1|4385
20|False|False|False|False|False|False|0|0|||False|1|4454
21|True|True|False|False|False|False|0|0||8|True|2|133
22|True|True|False|False|False|False|0|0||10|True|2|204
23|True|True|False|False|False|False|0|0||10|True|2|485
24|True|True|False|False|False|False|0|0||10|True|2|874
25|False|False|False|False|False|False|0|0|||False|2|1000
26|False|False|False|False|False|False|0|0|||False|2|1123
27|True|True|False|False|False|False|0|0||10|True|2|1848
28|True|True|False|False|False|False|0|0||10|True|2|2029
29|True|True|False|False|False|False|0|0||10|True|2|2293
30|True|True|False|False|False|False|0|0||10|True|2|2854
31|False|False|False|False|False|False|0|0|||False|2|3076
32|False|True|False|False|False|False|0|0|||True|2|3215
33|True|True|False|False|False|False|0|0||10|True|2|3241
34|True|True|False|False|False|False|0|0||8|True|2|3254
35|False|False|False|False|False|False|0|0|||False|2|3290
36|True|True|False|False|False|False|0|0||9|True|2|3875
37|True|True|False|False|False|False|0|0||10|True|2|4343
38|False|False|False|False|False|False|0|0|||False|2|4960
39|True|True|False|False|False|False|0|0||10|True|2|5456
40|True|True|False|False|False|False|0|0||9|True|3|53
41|True|True|False|False|False|False|0|0||9|True|3|237
42|True|True|False|False|False|False|0|0||9|True|3|931
43|True|True|False|False|False|False|0|0||10|True|3|1510
44|True|True|False|False|False|False|0|0||9|True|3|1707
45|True|True|False|False|False|False|0|0||10|True|3|1743
46|True|True|False|False|False|False|0|0||9|True|3|1792
47|False|True|False|False|False|False|0|0||7|True|3|1895
48|True|True|False|False|False|False|0|0||8|True|3|2007
49|True|True|False|False|False|False|0|0||9|True|3|2514
50|False|True|False|False|False|False|0|0||7|True|3|2655
51|True|True|False|False|False|False|0|0||8|True|3|3241
52|True|True|False|False|False|False|0|0||9|True|3|3334
53|True|True|False|False|False|False|0|0||9|True|3|3404
54|True|True|False|False|False|False|0|0||10|True|3|3852
55|False|False|False|False|True|False|0|0|||False|3|4085
56|True|True|False|False|False|False|0|0||9|True|3|4343
57|True|True|False|False|False|False|0|0||8|True|3|4943
58|False|False|False|False|True|False|0|0|||False|3|4978
59|True|True|False|False|False|False|0|0||10|True|4|54
60|True|True|False|False|False|False|0|0||10|True|4|398
61|True|True|False|False|False|False|0|0||9|True|4|1626
62|False|False|False|False|False|False|0|0|||False|4|1819
63|True|True|False|False|False|False|0|0||10|False|4|1825
64|True|True|False|False|False|False|0|0||8|False|4|1833
65|True|True|False|False|False|False|0|0||10|True|4|1987
66|True|True|False|False|False|False|0|0||9|True|4|1998
67|True|True|False|False|False|False|0|0||10|True|4|2029
68|True|True|False|False|False|False|0|0||10|True|4|2233
69|True|True|False|False|False|False|0|0||9|True|4|2560
70|True|True|False|False|False|False|0|0||9|True|4|2757
71|False|False|False|False|False|False|0|0|||False|4|3249
72|True|True|False|False|False|False|0|0||10|True|4|3274
73|False|False|False|False|False|False|0|0|||False|4|3570
74|True|True|False|False|False|False|0|0||9|True|4|3699
75|True|True|False|False|False|False|0|0||10|True|4|3848
76|True|True|False|False|False|False|0|0||10|False|4|4145
77|True|True|False|False|False|False|0|0||10|False|4|4155
78|True|True|False|False|False|False|0|0||10|True|4|4454
79|True|True|False|False|False|False|0|0||10|True|4|4522
80|True|True|False|False|False|False|0|0||10|False|4|4577
81|False|False|False|False|False|False|0|0|||False|4|5045
82|True|True|False|False|False|False|0|0||9|True|4|5177
83|True|True|False|False|False|False|0|0||10|True|4|5367
84|True|True|False|False|False|False|0|0||10|False|5|162
85|True|True|False|False|False|False|0|0||8|True|5|204
86|True|True|False|False|False|False|0|0||10|False|5|207
87|True|True|False|False|False|False|0|0||10|True|5|1082
88|True|True|False|False|False|False|0|0||8|True|5|1545
89|True|True|False|False|False|False|0|0||10|True|5|1906
90|True|True|False|False|False|False|0|0||10|True|5|1998
91|True|True|False|False|False|False|0|0||10|True|5|2367
92|True|True|False|False|False|False|0|0||10|True|5|2514
93|True|True|False|False|False|False|0|0||10|True|5|2834
94|True|True|False|False|False|False|0|0||10|True|5|2865
95|False|False|False|False|False|False|0|0|||False|5|3027
96|True|True|False|False|False|False|0|0||10|True|5|3246
97|True|True|False|False|False|False|0|0||10|True|5|3436
98|True|True|False|False|False|False|0|0||10|True|5|3547
99|True|True|False|False|False|False|0|0||10|False|5|3559
100|True|True|False|False|False|False|0|0||10|True|5|3887
101|True|True|False|False|False|False|0|0||10|True|5|4226
102|False|False|False|False|False|False|0|0|||False|5|4314
103|False|False|False|False|False|False|0|0|||False|5|4415
104|True|True|False|False|False|False|0|0||10|True|5|4577
105|True|True|False|False|False|False|0|0||10|True|5|5013
106|True|True|False|False|False|False|0|0||10|True|5|5052
107|True|True|False|False|False|False|0|0||10|True|5|5362
108|True|True|False|False|False|False|0|0||10|True|6|250
109|True|True|False|False|False|False|0|0||10|True|6|398
110|True|True|False|False|False|False|0|0||10|True|6|467
111|True|True|False|False|False|False|0|0||10|True|6|530
112|True|True|False|False|False|False|0|0||10|True|6|736
113|True|True|False|False|False|False|0|0||10|True|6|1354
114|True|True|False|False|False|False|0|0||10|True|6|1495
115|True|True|False|False|False|False|0|0||10|True|6|1743
116|True|True|False|False|False|False|0|0||10|True|6|1876
117|True|True|False|False|False|False|0|0||10|True|6|1983
118|True|True|False|False|False|False|0|0||10|True|6|2127
119|True|True|False|False|False|False|0|0||10|True|6|2556
120|True|True|False|False|False|False|0|0||10|True|6|2557
121|True|True|False|False|False|False|0|0||10|True|6|3050
122|True|True|False|False|False|False|0|0||10|True|6|3182
123|True|True|False|False|False|False|0|0||10|True|6|3461
124|True|True|False|False|False|False|0|0||10|True|6|3478
125|True|True|False|False|False|False|0|0||10|True|6|3487
126|True|True|False|False|False|False|0|0||10|True|6|3767
127|True|True|False|False|False|False|0|0||10|True|6|3848
128|True|True|False|False|False|False|0|0||10|True|6|3866
129|True|True|False|False|False|False|0|0||10|True|6|3951
130|True|True|False|False|False|False|0|0||10|True|6|4003
131|True|True|False|False|False|False|0|0||10|True|6|4454
132|True|True|False|False|False|False|0|0||10|False|6|4577
133|True|True|False|False|False|False|0|0||10|True|6|5457
134|False|False|False|False|False|False|0|0|||False|7|12
135|False|False|False|False|False|False|0|0|||False|7|54
136|False|False|False|False|False|False|0|0|||False|7|438
137|False|False|False|False|False|False|0|0|||False|7|485
138|False|False|False|False|False|False|0|0|||False|7|495
139|False|False|False|False|False|False|0|0|||False|7|598
140|False|False|False|False|False|False|0|0|||False|7|689
141|False|False|False|False|False|False|0|0|||False|7|966
142|False|False|False|False|False|False|0|0|||False|7|973
143|False|False|False|False|False|False|0|0|||False|7|1692
144|False|False|False|False|False|False|0|0|||False|7|1819
145|False|False|False|False|False|False|0|0|||False|7|1898
146|False|False|False|False|False|False|0|0|||False|7|2857
147|False|False|False|False|False|False|0|0|||False|7|2877
148|False|False|False|False|False|False|0|0|||False|7|3010
149|False|False|False|False|True|False|0|0|||False|7|3049
150|False|False|False|False|False|False|0|0|||False|7|4314
151|False|False|False|False|False|False|0|0|||False|7|4633
152|False|False|False|False|False|False|0|0|||False|7|4939
